Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
825-94-5922,Cairo,Mandalay,Normal,Male,Sports and travel,25.31,2,2.531,53.151,3/14/2019,7:26:00 PM,Ewallet,50.62,4.761904762,2.531,7.2
641-62-7288,Cairo,,Normal,Male,Home and lifestyle,,6,29.976,629.496,3/24/2019,1:33:00 PM,Ewallet,599.52,4.761904762,,7.1
756-93-1854,Giza,Naypyitaw,Member,Female,Fashion accessories,83.35,2,8.335,175.035,3/14/2019,2:05:00 PM,,166.7,4.761904762,8.335,9.5
243-55-8457,Alex,,Normal,Female,Food and beverages,74.44,10,37.22,781.62,2/27/2019,11:40:00 AM,Ewallet,744.4,,37.22,5.1
458-10-8612,Giza,Naypyitaw,Normal,Male,Health and beauty,64.08,,22.428,470.988,1/20/2019,12:27:00 PM,,448.56,4.761904762,22.428,7.6
501-61-1753,Cairo,Mandalay,,,,63.15,6,18.945,397.845,01/03/2019,8:24:00 PM,,,4.761904762,18.945,9.8
235-06-8510,,Naypyitaw,Member,Male,Home and lifestyle,85.72,3,12.858,270.018,1/24/2019,8:59:00 PM,,257.16,4.761904762,12.858,5.1
433-08-7822,Giza,Naypyitaw,Normal,,Health and beauty,78.89,,,579.8415,3/14/2019,7:48:00 PM,Ewallet,552.23,4.761904762,27.6115,7.5
361-85-2571,Alex,,Normal,Female,Sports and travel,89.48,5,22.37,469.77,3/30/2019,10:18:00 AM,,447.4,4.761904762,,7.4
131-70-8179,,Yangon,,Female,Health and beauty,92.09,3,13.8135,290.0835,3/14/2019,4:27:00 PM,Cash,,4.761904762,13.8135,4.2
500-02-2261,Giza,,Normal,,Food and beverages,57.29,6,17.187,360.927,3/21/2019,5:04:00 PM,Ewallet,343.74,4.761904762,17.187,5.9
720-72-2436,,Yangon,,Male,Food and beverages,66.52,,13.304,279.384,3/14/2019,6:14:00 PM,,266.08,4.761904762,13.304,6.9
702-83-5291,,Naypyitaw,Member,Male,Fashion accessories,,9,44.919,943.299,3/14/2019,10:43:00 AM,,898.38,4.761904762,,6.6
809-69-9497,,Yangon,Normal,Female,Home and lifestyle,45.68,10,22.84,479.64,3/14/2019,7:30:00 PM,Ewallet,456.8,4.761904762,22.84,5.7
449-16-6770,Alex,Yangon,Normal,Male,Health and beauty,50.79,,12.6975,266.6475,2/19/2019,2:53:00 PM,,253.95,4.761904762,,5.3
333-23-2632,,Yangon,,Male,Health and beauty,,7,3.528,74.088,3/14/2019,8:14:00 PM,,70.56,4.761904762,3.528,4.2
489-82-1237,Alex,Yangon,Normal,Female,Electronic accessories,93.88,7,,690.018,01/05/2019,11:51:00 AM,Credit card,,4.761904762,32.858,7.3
859-97-6048,Giza,Naypyitaw,Member,,,84.25,2,,176.925,3/14/2019,2:13:00 PM,Credit card,168.5,,8.425,5.3
676-10-2200,Cairo,Mandalay,Member,Male,Fashion accessories,,,2.689,56.469,3/14/2019,8:13:00 PM,Ewallet,53.78,4.761904762,,4.7
373-88-1424,Giza,Naypyitaw,Member,Male,,35.81,,8.9525,188.0025,02/06/2019,6:44:00 PM,,179.05,,8.9525,7.9
365-16-4334,Cairo,Mandalay,Normal,Female,Food and beverages,26.43,8,10.572,222.012,3/14/2019,2:26:00 PM,Ewallet,211.44,4.761904762,10.572,8.9
503-21-4385,,Mandalay,Member,Male,Health and beauty,39.91,3,5.9865,125.7165,2/21/2019,12:40:00 PM,Ewallet,119.73,4.761904762,5.9865,9.3
305-89-2768,Cairo,Mandalay,Member,,Home and lifestyle,21.9,3,3.285,68.985,01/09/2019,6:43:00 PM,,65.7,4.761904762,3.285,4.7
574-80-1489,Cairo,Mandalay,Member,,Food and beverages,,4,12.57,263.97,3/14/2019,1:22:00 PM,,,4.761904762,12.57,8.7
784-08-0310,Giza,Naypyitaw,Member,Female,Food and beverages,21.04,4,4.208,88.368,1/13/2019,1:58:00 PM,Cash,84.16,4.761904762,4.208,7.6
200-40-6154,Cairo,Mandalay,Member,Male,Home and lifestyle,65.91,6,,415.233,3/14/2019,11:45:00 AM,Cash,,4.761904762,,5.7
846-10-0341,Alex,Yangon,,Female,Fashion accessories,42.57,7,14.8995,312.8895,01/06/2019,11:51:00 AM,Cash,,4.761904762,14.8995,6.8
577-34-7579,Giza,Naypyitaw,Member,Male,Food and beverages,50.49,,22.7205,477.1305,3/14/2019,5:16:00 PM,Cash,454.41,4.761904762,,5.4
430-02-3888,Cairo,Mandalay,,Male,Electronic accessories,46.02,6,13.806,289.926,02/07/2019,3:55:00 PM,Cash,,,,7.1
867-47-1948,Giza,,,Female,Home and lifestyle,15.8,10,,165.9,01/09/2019,12:07:00 PM,Cash,,4.761904762,7.9,7.8
384-59-6655,Alex,Yangon,Member,Female,,,9,44.397,932.337,2/19/2019,3:07:00 PM,Cash,887.94,4.761904762,44.397,8.4
256-58-3609,Giza,,Member,Male,Fashion accessories,91.98,,,96.579,3/18/2019,3:29:00 PM,Cash,91.98,4.761904762,4.599,9.8
324-92-3863,,,Member,Male,,20.89,,,43.869,02/05/2019,6:45:00 PM,,,4.761904762,2.089,9.8
593-08-5916,Alex,Yangon,Normal,Female,Fashion accessories,,1,0.775,16.275,3/19/2019,3:23:00 PM,Credit card,,4.761904762,0.775,7.4
364-34-2972,,,Member,Male,Electronic accessories,,,,304.983,3/30/2019,8:37:00 PM,Cash,290.46,,14.523,6.7
794-42-3736,Cairo,,,Male,Food and beverages,33.33,2,3.333,69.993,1/26/2019,2:41:00 PM,,66.66,,3.333,6.4
172-42-8274,,Mandalay,Normal,,Electronic accessories,38.27,2,,80.367,03/02/2019,6:18:00 PM,,76.54,4.761904762,3.827,5.8
558-60-5016,Alex,Yangon,Normal,Female,Home and lifestyle,33.3,,14.985,314.685,03/04/2019,3:27:00 PM,,299.7,4.761904762,14.985,7.2
195-06-0432,Alex,Yangon,Member,Male,Home and lifestyle,81.01,,12.1515,255.1815,1/13/2019,12:55:00 PM,Credit card,,4.761904762,,9.3
605-03-2706,,Yangon,Normal,Female,,15.8,,2.37,49.77,3/25/2019,6:02:00 PM,Cash,47.4,4.761904762,2.37,9.5
214-30-2776,Cairo,Mandalay,Member,Female,Electronic accessories,34.49,,8.6225,181.0725,03/11/2019,7:44:00 PM,,,4.761904762,,9
746-04-1077,Cairo,,Member,Female,Food and beverages,84.63,10,42.315,888.615,01/01/2019,11:36:00 AM,,846.3,4.761904762,42.315,9
448-34-8700,,Mandalay,,Male,Home and lifestyle,36.91,,,271.2885,02/10/2019,1:51:00 PM,,258.37,4.761904762,,6.7
452-04-8808,,,Normal,Male,Electronic accessories,87.08,7,30.478,640.038,3/14/2019,3:17:00 PM,Cash,609.56,4.761904762,30.478,5.5
531-56-4728,,Yangon,Normal,Male,Home and lifestyle,,,12.012,252.252,02/11/2019,3:29:00 PM,Cash,240.24,4.761904762,12.012,5.4
744-82-9138,Giza,Naypyitaw,,Male,Fashion accessories,86.13,2,,180.873,02/07/2019,5:59:00 PM,,172.26,4.761904762,8.613,8.2
883-69-1285,,,Member,Male,,49.92,,,104.832,3/14/2019,11:55:00 AM,,99.84,4.761904762,4.992,7
221-25-5073,Alex,,Normal,Female,Food and beverages,74.66,,14.932,313.572,3/14/2019,10:39:00 AM,,298.64,4.761904762,14.932,8.5
518-71-6847,,Mandalay,Member,Male,,26.6,,,167.58,2/26/2019,3:10:00 PM,Ewallet,,4.761904762,7.98,4.9
156-20-0370,Cairo,Mandalay,Normal,Female,Electronic accessories,25.45,1,1.2725,26.7225,3/14/2019,6:10:00 PM,Credit card,25.45,4.761904762,,5.1
151-33-7434,Cairo,,,Female,Food and beverages,67.77,1,3.3885,71.1585,02/04/2019,8:43:00 PM,Credit card,67.77,4.761904762,,6.5
728-47-9078,Giza,,Member,,Food and beverages,59.59,,11.918,250.278,1/19/2019,12:46:00 PM,,,4.761904762,11.918,9.8
809-46-1866,,Yangon,Normal,Male,Health and beauty,58.15,4,11.63,244.23,3/14/2019,5:44:00 PM,,232.6,,11.63,8.4
139-32-4183,Alex,Yangon,,Female,,97.48,,,921.186,3/14/2019,2:19:00 PM,Ewallet,877.32,4.761904762,43.866,7.4
148-41-7930,,Naypyitaw,Normal,Male,Health and beauty,99.96,,,734.706,3/14/2019,10:33:00 AM,Cash,,4.761904762,34.986,6.1
189-40-5216,,Naypyitaw,Normal,,Electronic accessories,,,33.7295,708.3195,01/09/2019,11:40:00 AM,,674.59,4.761904762,33.7295,6
374-38-5555,Cairo,Mandalay,Normal,Female,Fashion accessories,63.71,,,334.4775,3/14/2019,7:30:00 PM,Ewallet,,,15.9275,8.5
764-44-8999,,,Normal,Female,Health and beauty,14.76,2,,30.996,2/18/2019,2:42:00 PM,Ewallet,29.52,4.761904762,1.476,4.3
552-44-5977,Cairo,,Member,Male,Health and beauty,62,8,,520.8,3/14/2019,7:08:00 PM,,,4.761904762,,6.2
267-62-7380,Giza,Naypyitaw,Member,Male,Electronic accessories,,10,41.17,864.57,3/14/2019,7:12:00 PM,Ewallet,,4.761904762,41.17,4.3
430-53-4718,Cairo,Mandalay,,Male,Health and beauty,,8,,633.108,1/28/2019,3:46:00 PM,,,4.761904762,30.148,8.4
886-18-2897,Alex,,,Female,Food and beverages,,,14.14,296.94,3/22/2019,7:06:00 PM,,282.8,4.761904762,14.14,4.5
602-16-6955,,,,Female,Sports and travel,76.6,,38.3,804.3,1/24/2019,6:10:00 PM,,766,4.761904762,,6
745-74-0715,Alex,Yangon,Normal,Male,Electronic accessories,58.03,,5.803,121.863,3/14/2019,8:46:00 PM,Ewallet,116.06,4.761904762,5.803,8.8
690-01-6631,Cairo,Mandalay,Normal,,Fashion accessories,17.49,10,8.745,183.645,2/22/2019,6:35:00 PM,Ewallet,174.9,4.761904762,8.745,6.6
652-49-6720,,Naypyitaw,Member,,,60.95,,,63.9975,2/18/2019,11:40:00 AM,Ewallet,60.95,,3.0475,5.9
233-67-5758,,Naypyitaw,Normal,Male,Health and beauty,40.35,,2.0175,42.3675,1/29/2019,1:46:00 PM,,40.35,4.761904762,2.0175,6.2
303-96-2227,,,Normal,,Home and lifestyle,,10,48.69,1022.49,03/02/2019,5:16:00 PM,,973.8,4.761904762,48.69,4.4
727-02-1313,Alex,Yangon,Member,Male,Food and beverages,31.84,,1.592,33.432,02/09/2019,1:22:00 PM,Cash,31.84,4.761904762,,7.7
347-56-2442,Alex,Yangon,Normal,Male,Home and lifestyle,65.82,1,,69.111,3/14/2019,3:33:00 PM,,,4.761904762,3.291,4.1
849-09-3807,Alex,Yangon,,Female,Fashion accessories,88.34,7,30.919,649.299,2/18/2019,1:28:00 PM,Cash,618.38,,30.919,6.6
